id,name,agency,solicitation_number,outcome,docket_url,filed_date,due_date,date_decided,case_type,gao_attorney
1970,"Computer World Services Corporation","Department of Homeland Security : United States Citizenship and Immigration Services",HSSCCG-14-R-00045,Denied,http://gao.gov/docket/B-410567.3,"Feb 23, 2015","Jun 3, 2015","May 29, 2015","Bid Protest","Paul N. Wengert"
1971,"Glomax, Inc.","Department of Veterans Affairs",VA119-14-Q-0004,Dismissed,http://gao.gov/docket/B-409888.2,"Feb 23, 2015","Jun 3, 2015","Apr 9, 2015","Bid Protest","Louis A. Chiarella"
1972,"Tamimi Global Company, Ltd.","Department of the Air Force",FA5702-14-R-0004,Dismissed,http://gao.gov/docket/B-411010.5,"Feb 23, 2015","Jun 3, 2015","Apr 8, 2015","Bid Protest","Robert T. Wu"
1973,"Booz Allen Hamilton, Inc.","Department of the Army",W911S0-14-R-0004,Withdrawn,http://gao.gov/docket/B-411026.2,"Feb 23, 2015","Jun 3, 2015","Apr 1, 2015","Bid Protest","Heather Weiner"
1974,"Intelligent Decisions, Inc.","Department of State",SAQMMA14R0407,Dismissed,http://gao.gov/docket/B-411167.1,"Feb 23, 2015","Jun 3, 2015","Mar 30, 2015","Bid Protest","Mary G. Curcio"
1975,"Telos Corporation","Department of Defense : United States Marine Corps",M67854-15-R-4800,Dismissed,http://gao.gov/docket/B-411165.1,"Feb 23, 2015","Jun 3, 2015","Mar 30, 2015","Bid Protest","Susan K. McAuliffe"
1976,"Trade Links General Trading and Contracting, WLL","Department of the Air Force",F1ECES43490200,Dismissed,http://gao.gov/docket/B-411161.1,"Feb 23, 2015","Jun 3, 2015","Mar 24, 2015","Bid Protest","Noah B. Bleicher"
1977,"SKC, LLC","Department of the Army : U.S. Army Materiel Command",W52P1J-14-R-0075,Withdrawn,http://gao.gov/docket/B-410832.3,"Feb 23, 2015","Apr 29, 2015","Mar 23, 2015","Bid Protest","Paul N. Wengert"
1978,"Latvian Connection, LLC","Department of the Army : U.S. Army Materiel Command",W52P1J-14-R-0120,Dismissed,http://gao.gov/docket/B-411160.1,"Feb 23, 2015","Jun 3, 2015","Mar 18, 2015","Bid Protest","K. Nicole Willems"
1979,"IBM US Federal","Department of the Army : U.S. Army Materiel Command",W15QKN-12-R-H023,Dismissed,http://gao.gov/docket/B-411014.2,"Feb 23, 2015","Jun 3, 2015","Mar 12, 2015","Bid Protest","Glenn G. Wolcott"
1980,"JGR Three, LLC","General Services Administration : Public Buildings Service","",Withdrawn,http://gao.gov/docket/B-411166.1,"Feb 23, 2015","Jun 3, 2015","Mar 9, 2015","Bid Protest","Heather Weiner"
1981,"Active Deployment Systems, Inc.","Department of the Army",W912QG-15-T-0003,Dismissed,http://gao.gov/docket/B-411163.1,"Feb 23, 2015","Jun 3, 2015","Mar 2, 2015","Bid Protest","Charles W. Morrow"
1982,"Draeger Medical, Inc.","Department of Veterans Affairs","",Dismissed,http://gao.gov/docket/B-411025.2,"Feb 20, 2015","Jun 1, 2015","Nov 30, 2015","Bid Protest: Reconsideration","Paula J. Haurilesko"
1983,"Premiums & Specialties, Inc.","Government Publishing Office",386-162,Denied,http://gao.gov/docket/B-410247.2,"Feb 20, 2015","Jun 1, 2015","Jun 5, 2015","Bid Protest: Cost","Paul N. Wengert"
1984,"TecPort Solutions, Inc.","Department of Defense : Defense Information Systems Agency","RFQ 922901",Dismissed,http://gao.gov/docket/B-411156.1,"Feb 20, 2015","Jun 1, 2015","Apr 2, 2015","Bid Protest","Glenn G. Wolcott"
1985,"HP Enterprise Services, LLC","General Services Administration",RFQ858797,Dismissed,http://gao.gov/docket/B-410778.2,"Feb 20, 2015","Jun 1, 2015","Mar 24, 2015","Bid Protest","Matthew T. Crosby"
1986,"Sun Display Systems, LLC","Department of Defense : Defense Logistics Agency",SPE4A6-15-T-N842,Withdrawn,http://gao.gov/docket/B-411155.1,"Feb 20, 2015","Jun 1, 2015","Mar 17, 2015","Bid Protest","Jennifer D. Westfall-McGrail"
1987,"Sun Display Systems, LLC","Department of Defense : Defense Logistics Agency",SPE4A6-15-T-P328,Withdrawn,http://gao.gov/docket/B-411157.1,"Feb 20, 2015","Jun 1, 2015","Mar 17, 2015","Bid Protest","Jennifer D. Westfall-McGrail"
1988,"bioMerieux, Inc.","Department of Veterans Affairs",VA244-14-Q-1320,Withdrawn,http://gao.gov/docket/B-411159.1,"Feb 20, 2015","Jun 1, 2015","Mar 12, 2015","Bid Protest","Frank Maguire"
1989,"Sun Display Systems, LLC","Department of Defense : Defense Logistics Agency",SPE4A6-15-T-N945,Withdrawn,http://gao.gov/docket/B-411158.1,"Feb 20, 2015","Jun 1, 2015","Mar 11, 2015","Bid Protest","Charles W. Morrow"
1990,"Affolter Contracting Company, Inc","Department of Agriculture : Natural Resources Conservation Service",AG-7217-S-14-0007,Denied,http://gao.gov/docket/B-410878.2,"Feb 20, 2015","Jun 1, 2015","Mar 4, 2015","Bid Protest","Pedro E. Briones"
1991,"Contract Services, Inc.","Department of the Army : U.S. Army Materiel Command",W52P1J-14-R-0154,Denied,http://gao.gov/docket/B-411153.1,"Feb 19, 2015","Jun 1, 2015","May 22, 2015","Bid Protest","Evan D. Wesser"
1992,"R&D Training & Technical Services, Inc.","Department of the Navy : Naval Supply Systems Command",N00189-15-T-G032,Denied,http://gao.gov/docket/B-411152.1,"Feb 19, 2015","Jun 1, 2015","May 12, 2015","Bid Protest","Gary R. Allen"
1993,"Hawaii 5-0 Technology Services, Inc.","Department of the Navy : Space and Naval Warfare Systems Command",N66001-14-R-0001,Withdrawn,http://gao.gov/docket/B-411154.1,"Feb 19, 2015","Jun 1, 2015","Apr 1, 2015","Bid Protest","Frank Maguire"
1994,"SRA International, Inc.","Department of Homeland Security : Transportation Security Administration",HSTS03-13-Q-CIO574,Withdrawn,http://gao.gov/docket/B-408964.7,"Feb 19, 2015","Jun 1, 2015","Mar 20, 2015","Bid Protest","Frank Maguire"
1995,"Sun Display Systems, LLC","Department of Defense : Defense Logistics Agency",SPE4A6-15-R-0421,Withdrawn,http://gao.gov/docket/B-411151.1,"Feb 19, 2015","Jun 1, 2015","Mar 17, 2015","Bid Protest","Charles W. Morrow"
1996,"Citrix Systems, Inc.","Department of Defense : Defense Information Systems Agency",HC1028-15-R-0005,Dismissed,http://gao.gov/docket/B-411150.2,"Feb 19, 2015","Jun 1, 2015","Mar 12, 2015","Bid Protest","Pedro E. Briones"
1997,"Nutanix, Inc.","Department of Defense : Defense Information Systems Agency",HC1028-15-R-0005,Dismissed,http://gao.gov/docket/B-411150.3,"Feb 19, 2015","Jun 1, 2015","Mar 12, 2015","Bid Protest","Pedro E. Briones"
1998,"Amazon Web Services, Inc.","Department of Defense : Defense Information Systems Agency",HC1028-15-R-0005,Dismissed,http://gao.gov/docket/B-411150.4,"Feb 19, 2015","Jun 1, 2015","Mar 12, 2015","Bid Protest","Pedro E. Briones"
1999,"Minburn Technology Group, LLC","Department of Defense : Defense Information Systems Agency",HC1028-15-R-0005,Dismissed,http://gao.gov/docket/B-411150.1,"Feb 19, 2015","Jun 1, 2015","Mar 12, 2015","Bid Protest","Pedro E. Briones"
2000,"SPACE Inc.","General Services Administration : Office of Federal Supply and Services",ID31140104,Dismissed,http://gao.gov/docket/B-411104.2,"Feb 19, 2015","Jun 1, 2015","Feb 26, 2015","Bid Protest","Katherine I. Riback"
2001,"WAI-Stoller Services, LLC","Department of Energy",DE-SOL-0002716,Denied,http://gao.gov/docket/B-408248.13,"Feb 18, 2015","May 29, 2015","May 29, 2015","Bid Protest","Cherie J. Owen"
2002,"Portage, Inc.","Department of Energy",DE-SOL-0002716,Denied,http://gao.gov/docket/B-408248.14,"Feb 18, 2015","May 29, 2015","May 29, 2015","Bid Protest","Cherie J. Owen"
2003,"Computer World Services Corporation","Department of Homeland Security : United States Citizenship and Immigration Services",HSSCCG-14-R-00045,Denied,http://gao.gov/docket/B-410567.2,"Feb 18, 2015","May 29, 2015","May 29, 2015","Bid Protest","Paul N. Wengert"
2004,"Planet Depos LLC","Department of the Treasury : Office of the Comptroller of the Currency",CC15HQR0005,Denied,http://gao.gov/docket/B-411142.1,"Feb 18, 2015","May 29, 2015","May 26, 2015","Bid Protest","Young S. Lee"
2005,"Sauer Inc.","National Aeronautics and Space Administration",NNK14527028R,Denied,http://gao.gov/docket/B-411137.1,"Feb 18, 2015","May 29, 2015","May 22, 2015","Bid Protest","Scott H. Riback"
2006,"Team Systems International","Department of the Army : Corps of Engineers",W912DR-15-R-0011,Denied,http://gao.gov/docket/B-411139.1,"Feb 18, 2015","May 29, 2015","May 22, 2015","Bid Protest","Lois Hanshaw"
2007,"Draeger Medical, Inc.","Department of the Navy : Naval Supply Systems Command",N62645-14-T-0014;N62645-14-T-0014A,Dismissed,http://gao.gov/docket/B-410503.3,"Feb 18, 2015","May 29, 2015","Apr 10, 2015","Bid Protest","Paul N. Wengert"
2008,"Amerphysics, LLC","Department of Veterans Affairs",VA701-13-R-0091,Withdrawn,http://gao.gov/docket/B-411146.1,"Feb 18, 2015","May 29, 2015","Apr 10, 2015","Bid Protest","Robert T. Wu"
2009,Graybar,"Department of Defense : Defense Logistics Agency",SPM8E3-14-R-0008,Dismissed,http://gao.gov/docket/B-411147.1,"Feb 18, 2015","May 29, 2015","Apr 1, 2015","Bid Protest","Brent Burris"
2010,"SDV Services, Inc.","Department of Veterans Affairs",VA528-15-4-0026.,Dismissed,http://gao.gov/docket/B-411148.1,"Feb 18, 2015","May 29, 2015","Apr 1, 2015","Bid Protest","Noah B. Bleicher"
2011,"Integrated Environmental Solutions, Inc.","Environmental Protection Agency",SOL-R7-14-00008,Dismissed,http://gao.gov/docket/B-410576.5,"Feb 18, 2015","May 29, 2015","Mar 31, 2015","Bid Protest","Lois Hanshaw"
2012,"Strategic Operational Solutions Inc","Department of Defense : Washington Headquarters Service",HQ0034-15-R-0019,Withdrawn,http://gao.gov/docket/B-411144.1,"Feb 18, 2015","May 29, 2015","Mar 30, 2015","Bid Protest","Charles W. Morrow"
2013,"MTN Government Services, Inc.","Department of Defense : Defense Information Systems Agency",ctc0200,Withdrawn,http://gao.gov/docket/B-411021.2,"Feb 18, 2015","May 29, 2015","Mar 26, 2015","Bid Protest","Scott H. Riback"
2014,"Gartner Inc.","Department of Homeland Security : Directorate of Emergency Preparedness and Response : Federal Emergency Management Agency",WX0133T2025T,Dismissed,http://gao.gov/docket/B-411143.1,"Feb 18, 2015","May 29, 2015","Mar 20, 2015","Bid Protest","Katherine I. Riback"
2015,"Lam-Tex Composites, Inc.","Department of Defense : Defense Logistics Agency",SPE4A7-15-T-7181,Withdrawn,http://gao.gov/docket/B-411145.1,"Feb 18, 2015","May 29, 2015","Mar 9, 2015","Bid Protest","Frank Maguire"
2016,"AVIAN LLC","Department of the Navy : Naval Air Systems Command",N00024-14-R-3277,Dismissed,http://gao.gov/docket/B-411149.1,"Feb 18, 2015","May 29, 2015","Mar 6, 2015","Bid Protest","Peter D. Verchinski"
2017,"CliniComp International, Inc.","Department of Veterans Affairs",VA249-13-Q-1015,Dismissed,http://gao.gov/docket/B-411138.1,"Feb 18, 2015","May 29, 2015","Mar 4, 2015","Bid Protest","Louis A. Chiarella"
2018,"BCF Solutions, Inc.","Department of the Air Force",FA8730-14-R-0004,Dismissed,http://gao.gov/docket/B-411110.2,"Feb 18, 2015","May 29, 2015","Feb 24, 2015","Bid Protest","Jennifer D. Westfall-McGrail"
2019,"SupplyCore Inc","Department of Defense : Defense Logistics Agency",SPM7LX-14-R-0029,Denied,http://gao.gov/docket/B-409418.6,"Feb 17, 2015","May 28, 2015","Apr 16, 2015","Bid Protest","Young S. Lee"
2020,"URS Federal Services, Inc.","National Aeronautics and Space Administration",NNM13440940R,Dismissed,http://gao.gov/docket/B-411116.3,"Feb 17, 2015","May 28, 2015","Mar 11, 2015","Bid Protest","Heather Weiner"
2021,"Performant Recovery, Inc.","Department of Health and Human Services : Centers for Medicare and Medicaid Services",RFQ-CMS-2014-Region-5,Dismissed,http://gao.gov/docket/B-410999.2,"Feb 17, 2015","May 28, 2015","Feb 23, 2015","Bid Protest","Pedro E. Briones"
2022,"Cherokee Nation Technologies, LLC","Department of the Air Force",FA8903-13-R-9999-R062,Denied,http://gao.gov/docket/B-411140.1,"Feb 13, 2015","May 26, 2015","May 22, 2015","Bid Protest","K. Nicole Willems"
2023,"Vistronix, LLC","General Services Administration : Office of Federal Supply and Services",PCBG-14-0819,Dismissed,http://gao.gov/docket/B-410629.2,"Feb 13, 2015","May 26, 2015","May 15, 2015","Bid Protest","Mary G. Curcio"
2024,"C2G Ltd. Company","Department of Defense : Defense Logistics Agency",SP3300-15-R-0005,Denied,http://gao.gov/docket/B-411131.1,"Feb 13, 2015","May 26, 2015","May 12, 2015","Bid Protest","Evan D. Wesser"
2025,"The Logistics Company, Inc.","Department of the Army : U.S. Army Materiel Command",W52P1J-12-R-0115,Withdrawn,http://gao.gov/docket/B-408942.17,"Feb 13, 2015","May 26, 2015","Apr 28, 2015","Bid Protest","Kenneth Kilgour"
2026,gsi,"Department of the Interior : National Park Service",P15PS00292,Dismissed,http://gao.gov/docket/B-411136.1,"Feb 13, 2015","May 26, 2015","Mar 30, 2015","Bid Protest","Pedro E. Briones"
2027,"Venergy Group LLC","General Services Administration : Public Buildings Service",GS-04P-BV-D-0048,Dismissed,http://gao.gov/docket/B-411141.1,"Feb 13, 2015","May 26, 2015","Mar 19, 2015","Bid Protest","Katherine I. Riback"
2028,"Lexi-Comp, Inc.","Department of Defense : Office of the Under Secretary for Personnel and Readiness : Defense Health Agency",HT0011-14-R-0044,Dismissed,http://gao.gov/docket/B-411132.1,"Feb 13, 2015","May 26, 2015","Mar 12, 2015","Bid Protest","Robert T. Wu"
2029,"Exelis Systems Corporation","Department of the Army : Corps of Engineers",W912ER-14-R-0002,Dismissed,http://gao.gov/docket/B-411134.1,"Feb 13, 2015","May 26, 2015","Mar 9, 2015","Bid Protest","Noah B. Bleicher"
2030,"Space Concepts, Inc.","Department of the Interior : Geological Survey",RFQ953657,Dismissed,http://gao.gov/docket/B-411129.1,"Feb 13, 2015","May 26, 2015","Mar 2, 2015","Bid Protest","Peter D. Verchinski"
2031,"Chase Supply, Inc.","Department of Defense : Defense Logistics Agency",SPE7M4-14-T-4543,Withdrawn,http://gao.gov/docket/B-411130.1,"Feb 13, 2015","May 26, 2015","Mar 2, 2015","Bid Protest","K. Nicole Willems"
2032,"Midwest Tube Fabricators, Inc.","Department of Defense : Defense Logistics Agency",SPE7M4-15-T-1358,Dismissed,http://gao.gov/docket/B-411133.1,"Feb 13, 2015","May 26, 2015","Feb 26, 2015","Bid Protest","Louis A. Chiarella"
2033,"RNM Construction, LLC","Housing Authority of Gloucester County",14-026,Dismissed,http://gao.gov/docket/B-411135.1,"Feb 13, 2015","May 26, 2015","Feb 13, 2015","Protest: Non-Statutory ","Tania Calhoun"
2034,"AeroSage LLC","Department of Veterans Affairs",VA255-15-Q-0280,Denied,http://gao.gov/docket/B-411031.2,"Feb 12, 2015","May 26, 2015","May 20, 2015","Bid Protest","Eric M. Ransom"
2035,"Computer Sciences Corporation","Department of the Air Force",FA4452-14-R-0002,Denied,http://gao.gov/docket/B-410994.2,"Feb 12, 2015","May 26, 2015","Apr 10, 2015","Bid Protest","Glenn G. Wolcott"
2036,"DynCorp International LLC","Department of State",SAQMMA14R0319,Dismissed,http://gao.gov/docket/B-411126.1,"Feb 12, 2015","May 26, 2015","Mar 24, 2015","Bid Protest","Cherie J. Owen"
2037,"J. Squared, Inc. DBA- University Loft Company","Department of the Air Force",RFQ952001,Dismissed,http://gao.gov/docket/B-411128.1,"Feb 12, 2015","May 26, 2015","Mar 9, 2015","Bid Protest","Paula A. Williams"
2038,"Avaya Federal Solutions, Inc.","Department of the Navy : Naval Supply Systems Command",N62271-15-Q-1081,Withdrawn,http://gao.gov/docket/B-411125.1,"Feb 12, 2015","May 26, 2015","Mar 6, 2015","Bid Protest","Scott H. Riback"
2039,"Chase Supply, Inc.","Department of Defense : Defense Logistics Agency",SPE7M4-15-T-1171,Withdrawn,http://gao.gov/docket/B-411127.1,"Feb 12, 2015","May 26, 2015","Mar 2, 2015","Bid Protest","Stephanie B. Magnell"
2040,"Shertech Pharmacy Piedmont, LLC","Department of Veterans Affairs",VA246-14-Q-0483,Dismissed,http://gao.gov/docket/B-410659.3,"Feb 12, 2015","May 26, 2015","Feb 20, 2015","Bid Protest","Paul N. Wengert"
2041,"Onesimus Defense, LLC","Department of Defense : Defense Logistics Agency",SPO600-14-R-0422,Dismissed,http://gao.gov/docket/B-411123.1,"Feb 12, 2015","May 26, 2015","Feb 18, 2015","Bid Protest","Nora K. Adkins"
2042,"EMCOR Government Services","General Services Administration : Federal Acquisition Service",ID08140013,Dismissed,http://gao.gov/docket/B-411124.1,"Feb 11, 2015","May 22, 2015","Apr 6, 2015","Bid Protest","Gary R. Allen"
2043,"Solution One Industries, Inc.","Department of Labor",DOL-OPS-14-R-00003,Withdrawn,http://gao.gov/docket/B-411120.1,"Feb 11, 2015","May 22, 2015","Mar 27, 2015","Bid Protest","Charles W. Morrow"
2044,"CH2M Hill, Inc","National Aeronautics and Space Administration",NNM13440940R,Dismissed,http://gao.gov/docket/B-411116.2,"Feb 11, 2015","May 22, 2015","Mar 11, 2015","Bid Protest","Heather Weiner"
2045,"Global Dynamics, LLC","Department of the Army",W91YTZ-14-R-0103,Dismissed,http://gao.gov/docket/B-411122.1,"Feb 11, 2015","May 22, 2015","Feb 26, 2015","Bid Protest","Peter D. Verchinski"
2046,"Tyonek Engineering & Agile Mfg, LLC","Department of the Navy : Naval Sea Systems Command",N63394-15-R-0008,Dismissed,http://gao.gov/docket/B-411121.1,"Feb 11, 2015","May 22, 2015","Feb 13, 2015","Bid Protest","Edward Goldstein"
2047,"Dellew Corporation","Department of the Army : U.S. Army Materiel Command",W52P1J-14-R-0018,Denied,http://gao.gov/docket/B-410251.3,"Feb 10, 2015","May 21, 2015","May 13, 2015","Bid Protest","Paula A. Williams"
2048,"ManTech Advanced Systems International, Inc.","General Services Administration : Federal Acquisition Service",GSC-QFOB-14-32871,Withdrawn,http://gao.gov/docket/B-411117.1,"Feb 10, 2015","May 21, 2015","Mar 13, 2015","Bid Protest","Glenn G. Wolcott"
2049,"PricewaterhouseCoopers Public Sector LLP","Department of Homeland Security : United States Customs and Border Protection",HSBP1014Q0180,Dismissed,http://gao.gov/docket/B-410620.2,"Feb 10, 2015","May 21, 2015","Mar 10, 2015","Bid Protest","Mary G. Curcio"
2050,"Latvian Connection, LLC","Department of the Navy : Naval Supply Systems Command",699386,Dismissed,http://gao.gov/docket/B-411119.1,"Feb 10, 2015","May 21, 2015","Feb 27, 2015","Bid Protest","Matthew T. Crosby"
2051,"Latvian Connection, LLC","Department of State",699335,Dismissed,http://gao.gov/docket/B-411118.1,"Feb 10, 2015","May 21, 2015","Feb 20, 2015","Bid Protest","Pedro E. Briones"
2052,"Akira Technologies, Inc.","Department of the Air Force",FA8555-13-R-0008,Denied,http://gao.gov/docket/B-410993.2,"Feb 9, 2015","May 20, 2015","Sep 28, 2015","Bid Protest: Reconsideration","Paula A. Williams"
2053,"United Globe Auto Body LLC","Department of Defense : Defense Logistics Agency",SP0600-14-R-0077,Dismissed,http://gao.gov/docket/B-410738.2,"Feb 9, 2015","May 20, 2015","Jun 1, 2015","Bid Protest: Reconsideration","Peter D. Verchinski"
2054,"Dynamic Business Services, Inc.","Department of Labor",873458,Dismissed,http://gao.gov/docket/B-410183.3,"Feb 9, 2015","May 20, 2015","Apr 29, 2015","Bid Protest: Reconsideration","Scott H. Riback"
2055,"Hamilton Medical, Inc.","Department of the Navy : Naval Supply Systems Command",N62645-14-T-0014A,Dismissed,http://gao.gov/docket/B-410503.2,"Feb 9, 2015","May 20, 2015","Apr 10, 2015","Bid Protest","Paul N. Wengert"
2056,"Tamimi Global Company, Ltd.","Department of the Air Force",FA5702-14-R-0004,Dismissed,http://gao.gov/docket/B-411010.4,"Feb 9, 2015","May 20, 2015","Apr 8, 2015","Bid Protest","Robert T. Wu"
2057,"SRA International, Inc.","General Services Administration : Federal Acquisition Service",GSC-QFOB-14-32836,Sustained,http://gao.gov/docket/B-410973.2,"Feb 9, 2015","May 20, 2015","Apr 8, 2015","Bid Protest","Cherie J. Owen"
2058,"JOCH Construction Company","Department of Veterans Affairs",VA256-14-B-1344,Denied,http://gao.gov/docket/B-410980.2,"Feb 9, 2015","May 20, 2015","Apr 7, 2015","Bid Protest","Frank Maguire"
2059,"Brighton Cromwell, LLC","Department of Defense : Defense Logistics Agency",SPM8E3-14-R-0005,Dismissed,http://gao.gov/docket/B-410788.3,"Feb 9, 2015","May 20, 2015","Mar 31, 2015","Bid Protest","Kenneth Kilgour"
2060,"BTAS, Inc.","Department of the Air Force","",Withdrawn,http://gao.gov/docket/B-411115.1,"Feb 9, 2015","May 20, 2015","Mar 23, 2015","Bid Protest","Lois Hanshaw"
2061,"Square One Armoring Services","General Services Administration : Federal Acquisition Service",ID09140021,Dismissed,http://gao.gov/docket/B-411114.1,"Feb 9, 2015","May 20, 2015","Mar 13, 2015","Bid Protest","Glenn G. Wolcott"
2062,"Solute Inc.","Department of the Navy : Naval Supply Systems Command",N00024-14-R-3322,Withdrawn,http://gao.gov/docket/B-411111.1,"Feb 9, 2015","May 20, 2015","Mar 12, 2015","Bid Protest","Robert T. Wu"
2063,"Marine Terminals Corporation- East, Inc.","Department of the Air Force",HTC711-14-R-R003,Dismissed,http://gao.gov/docket/B-410698.3,"Feb 9, 2015","May 20, 2015","Mar 12, 2015","Bid Protest","Kenneth Kilgour"
2064,"URS Federal Services, Inc.","National Aeronautics and Space Administration",NNM13440940R,Dismissed,http://gao.gov/docket/B-411116.1,"Feb 9, 2015","May 20, 2015","Mar 11, 2015","Bid Protest","Heather Weiner"
2065,"Penn Parking, Inc.","Department of Health and Human Services : Public Health Service : National Institutes of Health",NIHOD2014012,Dismissed,http://gao.gov/docket/B-411113.1,"Feb 9, 2015","May 20, 2015","Mar 3, 2015","Bid Protest","Young S. Lee"
2066,"STS International, Inc.","Department of the Army : U.S. Army Materiel Command",W911QY-14-R-0057,Dismissed,http://gao.gov/docket/B-411112.1,"Feb 9, 2015","May 20, 2015","Feb 27, 2015","Bid Protest","Susan K. McAuliffe"
2067,"Leidos Inc.","Department of the Air Force",FA8730-14-R-0004,Dismissed,http://gao.gov/docket/B-411110.1,"Feb 9, 2015","May 20, 2015","Feb 24, 2015","Bid Protest","Jennifer D. Westfall-McGrail"
2068,"Blanchard's Contracting, LLC","Department of the Army : U.S. Army Materiel Command",W15P7T-15-R-0005,Withdrawn,http://gao.gov/docket/B-411106.1,"Feb 6, 2015","May 18, 2015","Mar 19, 2015","Bid Protest","Gary R. Allen"
2069,"IPT Associates, LLC","Department of the Air Force",H92222-14-R-0019,Dismissed,http://gao.gov/docket/B-410466.4,"Feb 6, 2015","May 18, 2015","Mar 11, 2015","Bid Protest","Frank Maguire"
2070,"Walbridge Aldinger Company","Department of the Navy : Naval Facilities Engineering Command",N40085-15-R-0017,Dismissed,http://gao.gov/docket/B-411108.1,"Feb 6, 2015","May 18, 2015","Feb 27, 2015","Bid Protest","Charles W. Morrow"
2071,"Dynalec Corp.","Department of Defense : Defense Logistics Agency",SPE7MX-14-R-0121,Dismissed,http://gao.gov/docket/B-411105.1,"Feb 6, 2015","May 18, 2015","Feb 23, 2015","Bid Protest","Katherine I. Riback"
2072,"Teracore Inc.","Department of Homeland Security",HSHQDC-15-R-00039,Dismissed,http://gao.gov/docket/B-411109.1,"Feb 6, 2015","May 18, 2015","Feb 19, 2015","Bid Protest","Louis A. Chiarella"
2073,"Qi Tech, LLC","Department of the Navy : Naval Air Systems Command",N00024-14-R-3089,Dismissed,http://gao.gov/docket/B-411103.1,"Feb 6, 2015","May 18, 2015","Feb 18, 2015","Bid Protest","Noah B. Bleicher"
2074,"Sevatec, Inc.","Department of Defense : Office of the Under Secretary for Personnel and Readiness : Defense Health Agency",HT0011-14-R-0025,Withdrawn,http://gao.gov/docket/B-410665.4,"Feb 5, 2015","May 18, 2015","Sep 9, 2015","Bid Protest: Entitlement","Mary G. Curcio"
2075,"Kukulu LLC","Department of the Air Force",FA4877-15-R-0001,Dismissed,http://gao.gov/docket/B-411100.1,"Feb 5, 2015","May 18, 2015","May 15, 2015","Bid Protest","Louis A. Chiarella"
2076,"TaxSlayer LLC","Department of the Treasury : Internal Revenue Service",TIRNO-14-R-00028,Denied,http://gao.gov/docket/B-411101.1,"Feb 5, 2015","May 18, 2015","May 8, 2015","Bid Protest","Heather Weiner"
2077,"Cyberdata Technologies, Inc.","General Services Administration",9433454,Denied,http://gao.gov/docket/B-411070.2,"Feb 5, 2015","May 18, 2015","May 1, 2015","Bid Protest","Katherine I. Riback"
2078,"Res Rei Development, Inc.","Department of the Air Force",H92222-14-R-0019,Dismissed,http://gao.gov/docket/B-410466.3,"Feb 5, 2015","May 18, 2015","Apr 8, 2015","Bid Protest","Frank Maguire"
2079,"ARTEL Inc.","Department of Defense : Defense Information Systems Agency",RFQ943948,Withdrawn,http://gao.gov/docket/B-411102.1,"Feb 5, 2015","May 18, 2015","Mar 10, 2015","Bid Protest","Brent Burris"
2080,"Innovative Peening Systems","Department of Defense : Defense Logistics Agency",SPM4A8-14-Q-0010,Dismissed,http://gao.gov/docket/B-410744.3,"Feb 5, 2015","May 18, 2015","Mar 3, 2015","Bid Protest","Glenn G. Wolcott"
2081,"BBE Sales & Leasing, Inc.","Department of the Air Force",FA4800-15-R-0003,Dismissed,http://gao.gov/docket/B-411097.1,"Feb 5, 2015","May 18, 2015","Feb 23, 2015","Bid Protest","Evan D. Wesser"
2082,"Zodiac of North America","Department of Homeland Security : United States Coast Guard",HSCG40-14-R-52004,Dismissed,http://gao.gov/docket/B-411099.1,"Feb 5, 2015","May 18, 2015","Feb 18, 2015","Bid Protest","Paul N. Wengert"
2083,"ViON Corporation","Department of Defense : Defense Information Systems Agency",HC1028-13-R-0015,Denied,http://gao.gov/docket/B-409985.7,"Feb 4, 2015","May 15, 2015","Apr 3, 2015","Bid Protest","Matthew T. Crosby"
2084,"EMC Corporation","Department of Defense : Defense Information Systems Agency",HC1028-13-R-0015,Denied,http://gao.gov/docket/B-409985.8,"Feb 4, 2015","May 15, 2015","Apr 3, 2015","Bid Protest","Matthew T. Crosby"
2085,"Latvian Connection, LLC","Department of the Army","",Dismissed,http://gao.gov/docket/B-411093.1,"Feb 4, 2015","May 15, 2015","Mar 3, 2015","Bid Protest","Heather Weiner"
2086,"Chase Supply, Inc.","Department of Defense : Defense Logistics Agency",Unknown,Withdrawn,http://gao.gov/docket/B-411094.1,"Feb 4, 2015","May 15, 2015","Mar 2, 2015","Bid Protest","K. Nicole Willems"
2087,"J. Squared, Inc. DBA- University Loft Company","Department of the Air Force",RFQ953288,Dismissed,http://gao.gov/docket/B-411095.1,"Feb 4, 2015","May 15, 2015","Feb 19, 2015","Bid Protest","Scott H. Riback"
2088,"Latvian Connection, LLC","Department of the Navy : Naval Supply Systems Command",698949,Dismissed,http://gao.gov/docket/B-411098.1,"Feb 4, 2015","May 15, 2015","Feb 13, 2015","Bid Protest","Cherie J. Owen"
2089,"Latvian Connection, LLC","Department of the Interior",696163,Dismissed,http://gao.gov/docket/B-411096.1,"Feb 4, 2015","May 15, 2015","Feb 9, 2015","Bid Protest","Louis A. Chiarella"
2090,"Tamimi Global Company, Ltd.","Department of the Air Force",FA5702-14-R-0004,Dismissed,http://gao.gov/docket/B-411010.3,"Feb 3, 2015","May 14, 2015","Apr 8, 2015","Bid Protest","Robert T. Wu"
